CALI,DENC,DENS,DTC,DTS,GR,NEUT,PEF,RDEP,RMIC,RSHAL,closest_depth,true depth,"SAMPLE
NUMBER","PERMEABILITY (HORIZONTAL)
Kair
md"," PERMEABILITY(VERTICAL)
Kair
md","POROSITY
(HELIUM)",Longitude,Latitude
12.1021,-0.0038,2.2384,106.6104,222.5267,69.1112,0.3738,3.0794,1.6291,1.2241,1.5173,2485.25,2485.24,352,0.04,,6.8,-4.3999889,60.323475
12.1129,-0.0054,2.2487,106.3745,223.7637,67.3542,0.3533,3.1637,2.186,1.1432,2.0259,2485.25,2485.3924,352,0.04,,6.8,-4.3999889,60.323475
12.1153,-0.0041,2.2886,104.9344,221.571,63.1871,0.3271,3.2754,2.9115,3.4464,2.638,2485.25,2485.5448,352,0.04,,6.8,-4.3999889,60.323475
12.1213,-0.0019,2.3698,105.3198,209.1317,59.0272,0.2766,3.3707,5.5226,14.5569,4.8896,2486.1,2485.6972,354,<.01,,4.2,-4.3999889,60.323475
12.1512,0.0008,2.4647,102.0584,197.7429,53.4136,0.2337,3.2014,15.6353,24.3131,13.6239,2486.1,2485.8496,354,<.01,,4.2,-4.3999889,60.323475
12.1532,0.0013,2.5457,97.0474,182.2077,49.177,0.2044,3.2348,21.9143,39.5808,19.0481,2486.1,2486.002,354,<.01,,4.2,-4.3999889,60.323475
12.1518,-0.0014,2.5732,93.8504,167.858,45.3423,0.1852,3.2743,24.512,45.7766,21.0121,2486.1,2486.1544,354,<.01,,4.2,-4.3999889,60.323475
12.1247,-0.0024,2.5746,84.0261,151.7339,43.2559,0.1687,3.2921,22.7693,40.681,19.3811,2486.4300000000003,2486.3068,355,3.8,24,14.1,-4.3999889,60.323475
12.1149,-0.0032,2.5637,75.4119,146.4821,40.4097,0.1547,3.1189,8.3532,22.6414,7.146,2486.4300000000003,2486.4592,355,3.8,24,14.1,-4.3999889,60.323475
12.1149,-0.0009,2.5322,66.5242,131.2061,40.5062,0.1602,3.0919,3.6058,4.9452,3.1557,2486.65,2486.6116,356,129,,24.7,-4.3999889,60.323475
12.1145,0.0038,2.4971,61.9503,125.6323,41.7759,0.1828,2.9977,2.4908,1.4555,2.2025,2486.65,2486.764,356,129,,24.7,-4.3999889,60.323475
12.0904,0.0048,2.4243,61.4794,127.3922,44.1369,0.2559,3.0405,1.9274,1.3381,1.7394,2486.9,2486.9164,357,27,,22.8,-4.3999889,60.323475
12.0715,0.0013,2.3733,63.6685,130.0154,49.6483,0.3077,3.0568,1.7775,1.6499,1.6015,2486.9,2487.0688,357,27,,22.8,-4.3999889,60.323475
12.0694,0.0036,2.3403,70.1751,133.8575,57.5417,0.3426,3.2091,1.9382,1.7273,1.7461,2487.42,2487.2212,359,21,7,25.4,-4.3999889,60.323475
12.0745,0.0049,2.3384,91.7065,134.7103,63.3457,0.3434,3.283,2.0904,2.9088,1.8814,2487.42,2487.3736,359,21,7,25.4,-4.3999889,60.323475
12.0734,0.0044,2.3249,102.2197,161.4873,66.886,0.3572,3.3125,2.0706,3.0473,1.8848,2487.42,2487.526,359,21,7,25.4,-4.3999889,60.323475
12.0721,0.0009,2.3045,104.214,172.5663,66.0765,0.3882,3.3142,1.934,2.0798,1.7605,2487.65,2487.6784,360,455,,27.6,-4.3999889,60.323475
12.0723,0.003,2.2763,101.8334,186.5612,67.798,0.3939,3.2322,1.8162,1.1767,1.654,2487.92,2487.8308,361,281,,29,-4.3999889,60.323475
12.0323,0.0001,2.2435,99.4797,201.0717,67.6056,0.3869,3.2015,1.6975,1.1022,1.5431,2487.92,2487.9832,361,281,,29,-4.3999889,60.323475
12.033,-0.0015,2.2168,98.3431,210.3032,67.8866,0.3571,3.1606,1.6371,1.1931,1.4495,2488.13,2488.1356,362,267,,29,-4.3999889,60.323475
12.0289,-0.0042,2.2043,98.0741,214.5895,65.5059,0.3539,3.1494,1.6649,1.0404,1.4817,2488.13,2488.288,362,267,,29,-4.3999889,60.323475
12.0532,-0.0031,2.2031,100.8477,216.3489,59.942,0.3608,3.0436,1.7336,0.9675,1.504,2488.67,2488.4404,364,43,35,27.1,-4.3999889,60.323475
12.0728,-0.0031,2.2108,102.2831,208.1817,57.827,0.3629,3.0282,1.8275,1.0049,1.5512,2488.67,2488.5928,364,43,35,27.1,-4.3999889,60.323475
12.0715,-0.0034,2.2262,102.9796,203.807,54.9859,0.3566,3.0584,1.8677,1.1032,1.5599,2488.67,2488.7452,364,43,35,27.1,-4.3999889,60.323475
12.0717,-0.0031,2.2413,101.9053,199.1547,54.5432,0.3406,3.0965,1.8707,1.1519,1.5571,2488.9,2488.8976,365,264,,28.6,-4.3999889,60.323475
12.0747,-0.0031,2.249,101.6428,196.9918,53.2152,0.3446,3.0287,1.9024,1.1726,1.5795,2489.17,2489.05,366,415,,26.1,-4.3999889,60.323475
12.075,-0.0013,2.2519,100.9546,193.7121,55.0443,0.3496,3.0011,1.9398,1.1235,1.6053,2489.17,2489.2024,366,415,,26.1,-4.3999889,60.323475
12.1187,0.0011,2.262,101.3397,192.5013,61.4779,0.374,2.9956,1.9962,1.4522,1.6433,2489.17,2489.3548,366,415,,26.1,-4.3999889,60.323475
12.1187,0.0039,2.2807,104.0274,196.9151,65.7025,0.3781,3.0731,2.1058,1.4713,1.7246,2489.17,2489.5072,366,415,,26.1,-4.3999889,60.323475
12.0723,0.0051,2.2922,107.1934,203.0584,70.62,0.3748,3.0735,2.1714,1.9957,1.7732,2489.92,2489.6596,369,260,,30.6,-4.3999889,60.323475
12.0745,0.0067,2.2949,109.5,211.6007,73.3188,0.385,3.073,2.1198,1.7566,1.719,2489.92,2489.812,369,260,,30.6,-4.3999889,60.323475
12.0694,0.0051,2.2903,109.7767,220.2565,73.2751,0.3875,3.0655,2.0374,1.6542,1.6442,2489.92,2489.9644,369,260,,30.6,-4.3999889,60.323475
12.0734,0,2.28,110.4128,231.2238,73.0632,0.4163,3.0258,1.9192,1.3319,1.557,2490.15,2490.1168,370,77,,29.3,-4.3999889,60.323475
12.0713,-0.0007,2.2619,110.0309,236.8314,69.1278,0.4015,2.9605,1.837,1.0306,1.4825,2490.15,2490.2692,370,77,,29.3,-4.3999889,60.323475
12.0736,-0.0034,2.2341,107.9319,236.852,65.2754,0.3961,2.8824,1.7817,1.0402,1.4213,2490.42,2490.4216,371,81,68,28.6,-4.3999889,60.323475
12.0694,-0.0068,2.2164,109.4182,230.227,60.8649,0.3611,2.883,1.8482,1.0177,1.4649,2490.42,2490.574,371,81,68,28.6,-4.3999889,60.323475
12.0734,-0.0066,2.2172,108.8576,223.9319,57.1206,0.3547,2.9188,1.9377,1.0609,1.5191,2490.9,2490.7264,373,62,,28.2,-4.3999889,60.323475
12.0723,-0.0026,2.2282,107.3398,212.5298,58.588,0.351,2.9422,1.9985,1.0759,1.5593,2490.9,2490.8788,373,62,,28.2,-4.3999889,60.323475
12.0734,-0.0014,2.2374,105.4199,199.9624,56.3701,0.3517,2.917,2.0541,1.1048,1.5885,2491.15,2491.0312,374,88,,27.5,-4.3999889,60.323475
12.0706,0.0002,2.2466,103.9447,192.7318,56.8173,0.358,2.9896,2.1094,1.139,1.6467,2491.15,2491.1836,374,88,,27.5,-4.3999889,60.323475
12.0713,0.0022,2.2548,102.2172,190.4642,55.6454,0.3464,3.0246,2.1333,1.1076,1.646,2491.4300000000003,2491.336,375,32,53,26.8,-4.3999889,60.323475
12.0736,0.0012,2.2483,100.3242,191.0319,56.4977,0.3466,3.1161,2.1449,1.1364,1.6646,2491.4300000000003,2491.4884,375,32,53,26.8,-4.3999889,60.323475
12.0719,-0.0003,2.2475,101.1717,187.9692,55.5323,0.3271,3.0488,2.1351,1.1999,1.6626,2491.65,2491.6408,376,82,,26.6,-4.3999889,60.323475
12.0734,-0.0008,2.2471,100.4047,185.8948,55.9791,0.3395,3.0441,2.1125,1.1784,1.6474,2491.9,2491.7932,377,69,,26.9,-4.3999889,60.323475
12.0706,-0.0002,2.2557,99.4851,182.504,54.7366,0.328,2.9966,2.0962,1.1625,1.6278,2491.9,2491.9456,377,69,,26.9,-4.3999889,60.323475
12.0694,-0.0017,2.2531,98.9434,182.785,56.0644,0.344,3.006,2.08,1.1997,1.6341,2491.9,2492.098,377,69,,26.9,-4.3999889,60.323475
12.0736,-0.002,2.2544,98.4106,181.5526,54.8083,0.3356,2.9707,2.078,1.2035,1.624,2492.42,2492.2504,379,218,114,29,-4.3999889,60.323475
12.0728,-0.001,2.2618,98.0069,180.3045,56.3331,0.3401,3.0081,2.0256,1.2308,1.587,2492.42,2492.4028,379,218,114,29,-4.3999889,60.323475
12.0695,-0.002,2.2622,97.8059,180.604,56.6367,0.325,2.9957,1.9426,1.387,1.5298,2492.42,2492.5552,379,218,114,29,-4.3999889,60.323475
12.0747,-0.0028,2.2603,97.869,182.9647,59.3353,0.3365,2.9609,1.9006,1.0496,1.5045,2492.9,2492.7076,381,54,,26,-4.3999889,60.323475
12.0694,-0.0036,2.2486,98.5899,186.9179,60.0139,0.3519,2.913,1.8897,1.0758,1.4944,2492.9,2492.86,381,54,,26,-4.3999889,60.323475
12.0734,-0.0037,2.2517,99.8377,189.9949,58.3947,0.3673,2.8802,1.8654,1.1681,1.4753,2492.9,2493.0124,381,54,,26,-4.3999889,60.323475
