CALI,DENC,DENS,DTC,DTS_1,DTS_2,GR,NEUT,PEF,RDEP,RMIC,RSHAL,closest_depth,true depth,"SAMPLE
NUMBER","PERMEABILITY (HORIZONTAL)
Kair
md"," PERMEABILITY(VERTICAL)
Kair
md","POROSITY
(HELIUM)",Longitude,Latitude
12.1785,-0.0141,2.1942,101.1191,171.6273,180.666,54.8623,0.2695,2.5924,158.5927,1.4148,64.2135,2077.7,2077.6692,3,840,727,28.4,-4.2365475,60.3305383
12.1817,-0.0142,2.1993,100.0295,171.8032,181.7603,53.0434,0.2786,2.615,195.1871,1.3221,69.3218,2077.7,2077.8216,3,840,727,28.4,-4.2365475,60.3305383
12.1785,-0.0126,2.2001,99.5309,171.7128,182.3145,53.4784,0.2684,2.6601,224.5363,1.3194,71.8813,2077.95,2077.974,4,723,,28.2,-4.2365475,60.3305383
12.1785,-0.0113,2.1999,100.4029,171.2317,179.7954,54.859,0.2827,2.6794,218.5172,1.2808,66.3588,2078.22,2078.1264,5,503,,27.9,-4.2365475,60.3305383
12.1817,-0.0113,2.201,100.0194,172.369,180.2111,52.0167,0.2746,2.7136,194.9306,1.291,60.1678,2078.22,2078.2788,5,503,,27.9,-4.2365475,60.3305383
12.1783,-0.0127,2.1964,100.9422,172.2653,182.0213,55.0772,0.2942,2.6746,174.9391,1.2879,55.2036,2078.45,2078.4312,6,819,,28.3,-4.2365475,60.3305383
12.1785,-0.009,2.2012,101.4016,173.1287,181.3549,56.0626,0.2956,2.6245,161.0157,1.3004,52.7961,2078.7,2078.5836,7,612,302,27.5,-4.2365475,60.3305383
12.1801,-0.0066,2.2038,101.3274,173.8785,179.1593,55.8836,0.3133,2.4982,156.5204,1.3181,52.0698,2078.7,2078.736,7,612,302,27.5,-4.2365475,60.3305383
12.1817,-0.0067,2.2125,101.184,173.0773,178.3755,56.6944,0.3121,2.5074,155.312,1.3486,49.2315,2078.95,2078.8884,8,759,,28.2,-4.2365475,60.3305383
12.1785,-0.0039,2.2169,101.0937,173.2989,177.5086,57.5332,0.299,2.5194,145.6942,1.3197,46.5614,2078.95,2079.0408,8,759,,28.2,-4.2365475,60.3305383
12.1785,-0.0026,2.2209,100.9394,172.6543,177.695,54.808,0.3038,2.5791,136.4169,1.3385,45.479,2078.95,2079.1932,8,759,,28.2,-4.2365475,60.3305383
12.1801,-0.0036,2.2156,101.2379,177.0785,178.9539,56.6675,0.2928,2.6379,126.5289,1.331,44.2078,2079.5099999999998,2079.3456,10,572,,28.1,-4.2365475,60.3305383
12.1817,-0.0054,2.2131,101.1106,177.4411,178.9146,57.7013,0.3024,2.6183,107.8052,1.3398,40.8214,2079.5099999999998,2079.498,10,572,,28.1,-4.2365475,60.3305383
12.1769,-0.0065,2.2026,100.986,171.9951,178.4714,57.9311,0.2915,2.6101,82.8611,1.345,34.735,2079.7,2079.6504,11,836,462,27.9,-4.2365475,60.3305383
12.1801,-0.0112,2.1986,100.9139,171.0937,178.9042,59.22,0.304,2.5133,67.4803,1.4214,30.3948,2079.7,2079.8028,11,836,462,27.9,-4.2365475,60.3305383
12.1785,-0.011,2.2029,100.5417,170.2997,186.3173,56.5796,0.3051,2.5329,65.2279,1.416,29.3079,2079.95,2079.9552,12,909,,28.2,-4.2365475,60.3305383
12.1817,-0.0131,2.2102,99.5926,170.0517,185.4845,55.4906,0.3007,2.5573,72.5738,1.512,30.4895,2080.25,2080.1076,13,575,,27.6,-4.2365475,60.3305383
12.1785,-0.0141,2.2083,99.6085,170.4349,184.8294,56.4397,0.293,2.5941,86.6585,1.4559,32.9082,2080.25,2080.26,13,575,,27.6,-4.2365475,60.3305383
12.1787,-0.0161,2.2073,99.5702,170.1178,184.984,57.4338,0.301,2.5785,113.0394,1.4606,36.9363,2080.45,2080.4124,14,519,,27.7,-4.2365475,60.3305383
12.1817,-0.0152,2.2046,98.775,170.5768,179.1203,58.6687,0.3127,2.5908,136.352,1.4383,40.3961,2080.45,2080.5648,14,519,,27.7,-4.2365475,60.3305383
12.1785,-0.0141,2.2065,98.7797,171.0585,179.2048,56.0605,0.3167,2.5166,133.7829,1.4499,42.2879,2080.7,2080.7172,15,875,785,27.7,-4.2365475,60.3305383
12.1817,-0.0115,2.2089,99.2904,170.8761,185.5663,59.8723,0.3099,2.49,107.1148,1.4002,42.7755,2080.8999999999996,2080.8696,16,678,,28.1,-4.2365475,60.3305383
12.1801,-0.0113,2.2142,98.9917,171.1707,179.6182,57.048,0.2918,2.4249,80.9903,1.4044,40.1975,2080.8999999999996,2081.022,16,678,,28.1,-4.2365475,60.3305383
12.1801,-0.0114,2.2142,99.0699,171.6227,180.6765,58.7969,0.2814,2.5203,60.6809,1.4426,34.3666,2081.18,2081.1744,17,779,,28,-4.2365475,60.3305383
12.1816,-0.0089,2.2115,99.345,170.2415,179.8581,60.7103,0.2742,2.5504,46.1058,1.4029,28.2506,2081.18,2081.3268,17,779,,28,-4.2365475,60.3305383
12.1801,-0.0084,2.2056,99.7044,169.9844,181.6011,60.5174,0.2981,2.6606,35.5443,1.3743,23.0583,2081.5299999999997,2081.4792,18,601,,28.5,-4.2365475,60.3305383
12.1785,-0.0086,2.2086,101.3865,169.752,182.7836,62.5029,0.3234,2.6755,30.1372,1.3795,19.9197,2081.7,2081.6316,19,1124,,27.6,-4.2365475,60.3305383
12.1817,-0.0066,2.2113,102.6156,174.3512,183.4461,61.0155,0.339,2.6435,28.0205,1.5566,18.6877,2081.7,2081.784,19,1124,,27.6,-4.2365475,60.3305383
12.1785,-0.0025,2.2062,103.5979,177.6931,183.4188,61.6203,0.3259,2.6262,27.4212,1.3953,18.1793,2081.95,2081.9364,20,713,,29.2,-4.2365475,60.3305383
12.1833,-0.0049,2.1973,104.0354,178.5349,183.4374,62.2809,0.322,2.6341,28.8428,1.2873,19.4346,2082.22,2082.0888,21,44,,21.6,-4.2365475,60.3305383
12.1771,-0.0073,2.1887,104.1416,179.0867,183.3721,61.1694,0.3137,2.6187,33.8643,1.3886,23.1537,2082.22,2082.2412,21,44,,21.6,-4.2365475,60.3305383
12.1801,-0.0083,2.1853,104.3706,179.822,183.4224,58.4541,0.3111,2.5122,42.2171,3.2779,29.9729,2082.45,2082.3936,22,1278,,30.3,-4.2365475,60.3305383
12.1832,-0.0094,2.1737,104.1178,180.414,183.0096,60.3293,0.2949,2.4169,47.5155,2.6295,34.6818,2082.45,2082.546,22,1278,,30.3,-4.2365475,60.3305383
12.1801,-0.0135,2.165,103.5975,181.2128,184.2174,54.2534,0.3042,2.4341,43.7986,1.6314,33.5827,2082.7,2082.6984,23,503,568,28.7,-4.2365475,60.3305383
12.1785,-0.0122,2.1698,104.7232,184.4741,185.8954,55.8581,0.3108,2.6207,26.5338,1.3803,21.8766,2082.7,2082.8508,23,503,568,28.7,-4.2365475,60.3305383
12.1817,-0.0095,2.2026,105.3656,184.5458,185.6306,58.8213,0.3112,2.8398,16.9601,1.3034,14.3913,2082.7,2083.0032,23,503,568,28.7,-4.2365475,60.3305383
12.1818,-0.0052,2.2346,106.1691,184.4675,185.6316,68.2988,0.3221,2.9808,15.0943,1.6816,12.7408,2083.45,2083.1556,26,101,,27.9,-4.2365475,60.3305383
12.1801,-0.0045,2.2445,105.5687,181.5436,193.1575,66.9787,0.314,2.8001,17.3622,3.1625,14.2725,2083.45,2083.308,26,101,,27.9,-4.2365475,60.3305383
12.1785,-0.0065,2.2206,105.378,181.1693,193.2222,61.8909,0.3294,2.5958,23.0895,2.6661,18.1548,2083.45,2083.4604,26,101,,27.9,-4.2365475,60.3305383
12.1801,-0.0101,2.1985,104.1235,180.6138,190.2117,58.9407,0.3149,2.5306,33.8566,2.7295,25.2544,2083.7,2083.6128,27,553,773,29,-4.2365475,60.3305383
12.1769,-0.0101,2.1966,103.2283,180.3664,195.9023,57.0489,0.3234,2.5538,36.6373,1.7771,27.1699,2083.7,2083.7652,27,553,773,29,-4.2365475,60.3305383
12.1785,-0.0096,2.2025,102.5774,183.3243,190.5368,61.5185,0.3228,2.666,30.8423,1.4424,23.6041,2083.95,2083.9176,28,465,,28.1,-4.2365475,60.3305383
12.1801,-0.0088,2.2148,101.9087,179.6448,189.1887,62.4365,0.3321,2.5733,26.4232,1.5029,20.5965,2083.95,2084.07,28,465,,28.1,-4.2365475,60.3305383
12.1785,-0.0068,2.2222,101.8659,178.575,187.2599,62.5577,0.3304,2.5537,27.4519,2.3019,21.3213,2084.24,2084.2224,29,509,,27.2,-4.2365475,60.3305383
12.1769,-0.0035,2.2307,102.0672,176.4186,179.8979,59.617,0.3185,2.4812,35.4412,2.7254,26.3896,2084.45,2084.3748,30,611,,27.8,-4.2365475,60.3305383
12.1785,-0.0029,2.2216,101.9473,175.7889,179.1608,58.0926,0.297,2.5525,53.5372,2.5118,37.5588,2084.45,2084.5272,30,611,,27.8,-4.2365475,60.3305383
12.1801,-0.0023,2.2204,101.201,175.5226,178.6106,53.5903,0.2944,2.5455,60.2079,2.1803,43.8097,2084.7,2084.6796,31,922,437,28.5,-4.2365475,60.3305383
12.1769,-0.0047,2.2099,100.6106,175.2097,177.8756,55.1916,0.2879,2.5733,42.9475,1.6752,33.6405,2084.8799999999997,2084.832,32,708,,28.1,-4.2365475,60.3305383
12.1786,-0.0062,2.2159,100.6033,175.0375,178.5757,57.5167,0.2962,2.587,29.4922,1.4889,23.8965,2084.8799999999997,2084.9844,32,708,,28.1,-4.2365475,60.3305383
12.1785,-0.0056,2.2274,100.4545,175.9356,177.9011,58.2477,0.2932,2.6009,24.3652,1.5094,19.8792,2085.23,2085.1368,33,27,,19.5,-4.2365475,60.3305383
12.1801,-0.0064,2.2331,100.5267,175.7025,177.1904,59.7591,0.295,2.5454,24.0777,1.9921,19.1791,2085.23,2085.2892,33,27,,19.5,-4.2365475,60.3305383
12.1753,-0.007,2.2253,100.8781,176.5723,178.053,59.8991,0.2779,2.4991,24.1324,2.5801,18.936,2085.45,2085.4416,34,668,,27.7,-4.2365475,60.3305383
12.1784,-0.0071,2.2149,101.3859,175.0519,179.3851,54.7064,0.2775,2.6512,24.4651,2.2584,18.7543,2085.7,2085.594,35,967,43,27.4,-4.2365475,60.3305383
12.1801,-0.006,2.2122,101.4752,177.7205,177.4952,56.7656,0.2972,2.6971,25.6012,1.575,19.6653,2085.7,2085.7464,35,967,43,27.4,-4.2365475,60.3305383
12.1769,-0.0089,2.2043,102.1907,177.7033,178.3779,56.2282,0.3128,2.6743,25.9974,1.5227,20.0042,2085.95,2085.8988,36,376,,25.9,-4.2365475,60.3305383
12.1801,-0.0096,2.2024,102.5893,178.3163,180.0363,58.2082,0.3016,2.4742,27.255,2.5667,20.7122,2085.95,2086.0512,36,376,,25.9,-4.2365475,60.3305383
12.1769,-0.0117,2.2002,102.4745,179.0695,185.6976,51.2461,0.2893,2.5333,35.4437,1.9791,25.5896,2086.22,2086.2036,37,943,,28.2,-4.2365475,60.3305383
12.1785,-0.0124,2.205,102.2202,178.6288,184.9239,54.401,0.2826,2.5427,62.1283,1.7935,40.1343,2086.48,2086.356,38,1246,,27.8,-4.2365475,60.3305383
12.1801,-0.0129,2.2014,102.7086,178.2638,185.3583,50.0713,0.3094,2.6589,106.0133,1.4646,58.3517,2086.48,2086.5084,38,1246,,27.8,-4.2365475,60.3305383
12.1769,-0.012,2.2034,103.0645,177.4957,181.6549,47.8134,0.3152,2.6249,94.902,1.3255,52.3871,2086.7,2086.6608,39,1595,682,28.8,-4.2365475,60.3305383
12.1799,-0.0107,2.209,102.6357,177.6197,183.6275,47.0254,0.3374,2.6079,72.3581,1.2938,41.7089,2086.8799999999997,2086.8132,40,615,,27.5,-4.2365475,60.3305383
12.1785,-0.008,2.2153,101.955,178.7391,183.8643,53.2366,0.3065,2.6031,61.2581,1.2592,34.6898,2086.8799999999997,2086.9656,40,615,,27.5,-4.2365475,60.3305383
12.1785,-0.0072,2.2272,101.9826,180.2058,184.8423,57.8882,0.296,2.656,53.5007,1.3492,29.4849,2087.23,2087.118,41,1242,,28.8,-4.2365475,60.3305383
12.1769,-0.0072,2.2389,101.5831,178.0431,194.81,58.8143,0.2818,2.8063,49.3343,1.3953,28.4662,2087.23,2087.2704,41,1242,,28.8,-4.2365475,60.3305383
12.1785,-0.0077,2.26,102.7422,182.3048,195.781,68.3016,0.3122,2.8323,45.6752,2.0439,28.5592,2087.23,2087.4228,41,1242,,28.8,-4.2365475,60.3305383
12.1817,-0.0087,2.2502,103.8649,182.6532,195.7183,62.2475,0.3098,2.8137,39.2703,1.9118,26.1481,2087.7,2087.5752,43,372,643,27.7,-4.2365475,60.3305383
12.1769,-0.0108,2.2317,104.2803,180.5006,185.5374,60.4961,0.2983,2.6819,32.4132,1.803,22.4974,2087.7,2087.7276,43,372,643,27.7,-4.2365475,60.3305383
12.1801,-0.0125,2.2085,103.8737,178.4257,182.6761,57.9587,0.2812,2.5392,28.7207,1.4211,20.4015,2087.95,2087.88,44,430,,26.7,-4.2365475,60.3305383
12.1785,-0.01,2.2149,103.3915,175.688,176.9129,58.2564,0.2814,2.4505,28.7588,1.2987,20.271,2087.95,2088.0324,44,430,,26.7,-4.2365475,60.3305383
12.1802,-0.0062,2.2314,102.3434,174.0015,173.7373,58.6973,0.2844,2.4829,31.8404,1.6401,21.3034,2088.22,2088.1848,45,418,,27.6,-4.2365475,60.3305383
12.1769,-0.0076,2.2357,100.9116,173.6691,172.0697,58.7423,0.2909,2.5472,41.3983,1.8376,24.699,2088.22,2088.3372,45,418,,27.6,-4.2365475,60.3305383
12.1785,-0.0104,2.2235,99.0705,173.2248,176.262,59.0194,0.2901,2.6107,60.8669,1.7247,32.6169,2088.47,2088.4896,46,179,,25.7,-4.2365475,60.3305383
12.1801,-0.0109,2.2054,99.4316,174.4657,177.874,57.7283,0.3015,2.6282,70.8818,1.7491,38.0901,2088.7,2088.642,47,501,221,29.3,-4.2365475,60.3305383
12.1785,-0.0141,2.2003,100.3188,176.2966,181.3887,61.755,0.3032,2.728,65.3907,1.3697,37.2316,2088.7,2088.7944,47,501,221,29.3,-4.2365475,60.3305383
12.1801,-0.0159,2.2119,101.858,181.0376,209.739,64.8111,0.3092,2.7171,57.3405,1.4742,35.0816,2088.7,2088.9468,47,501,221,29.3,-4.2365475,60.3305383
12.1769,-0.0134,2.2339,101.4817,184.6256,211.1033,66.6559,0.3105,2.7171,49.4775,1.8272,32.2997,2089.2999999999997,2089.0992,49,488,,28.3,-4.2365475,60.3305383
12.1801,-0.0108,2.2353,102.1579,185.3809,208.5493,69.0998,0.3021,2.5819,45.4602,1.9252,30.5484,2089.2999999999997,2089.2516,49,488,,28.3,-4.2365475,60.3305383
12.1785,-0.0113,2.2216,103.2583,185.2725,208.1117,59.3372,0.2994,2.5284,44.309,2.1646,29.9091,2089.4399999999996,2089.404,50,521,,27.6,-4.2365475,60.3305383
12.1801,-0.0094,2.2028,103.9631,184.5552,199.8083,60.3219,0.3015,2.4683,43.8229,1.6096,28.6626,2089.4399999999996,2089.5564,50,521,,27.6,-4.2365475,60.3305383
12.1801,-0.0066,2.1926,104.2669,184.2819,196.371,57.3308,0.3218,2.5547,41.2982,1.597,26.4076,2089.7,2089.7088,51,932,184,29.5,-4.2365475,60.3305383
12.1785,-0.0055,2.1939,104.4827,184.0786,194.385,59.6755,0.3247,2.5941,39.4572,1.4181,25.0278,2089.95,2089.8612,52,414,,29.2,-4.2365475,60.3305383
12.1817,-0.0071,2.1957,104.3986,183.6997,192.3598,62.6298,0.3188,2.6049,39.9367,1.7972,25.16,2089.95,2090.0136,52,414,,29.2,-4.2365475,60.3305383
12.1785,-0.0035,2.2119,105.5286,182.4872,192.1788,59.4725,0.3002,2.534,43.7607,1.7338,26.9109,2089.95,2090.166,52,414,,29.2,-4.2365475,60.3305383
12.1817,-0.0042,2.2061,105.8183,181.422,192.1657,56.8505,0.3024,2.5623,57.0916,2.0157,32.844,2090.46,2090.3184,54,744,,28,-4.2365475,60.3305383
12.1801,-0.0037,2.2109,105.0261,181.0491,192.0028,53.864,0.2961,2.629,83.0365,1.6141,43.3338,2090.46,2090.4708,54,744,,28,-4.2365475,60.3305383
12.1801,-0.003,2.207,103.6552,180.7864,191.8428,53.9769,0.3146,2.5905,94.4358,1.3779,48.0232,2090.46,2090.6232,54,744,,28,-4.2365475,60.3305383
12.1818,-0.0024,2.2173,103.4416,181.1237,191.9159,52.795,0.3157,2.5086,85.3516,1.3034,45.7129,2090.46,2090.7756,54,744,,28,-4.2365475,60.3305383
12.1833,-0.0048,2.2194,101.698,182.047,192.359,59.2147,0.3171,2.4792,75.3189,1.3498,42.5222,2090.46,2090.928,54,744,,28,-4.2365475,60.3305383
12.2209,-0.0137,2.216,99.2651,174.8013,195.8031,55.2268,0.3066,2.6662,33.8014,1.4142,23.354,2092.45,2091.9948,62,521,,28.2,-4.2365475,60.3305383
12.2176,-0.0108,2.2276,101.5759,175.5931,194.2988,57.3149,0.3149,2.6177,25.5949,1.399,18.7793,2092.45,2092.1472,62,521,,28.2,-4.2365475,60.3305383
12.2208,-0.0108,2.2319,101.5139,177.7855,197.1377,58.7918,0.3102,2.6089,22.2694,1.3784,16.7443,2092.45,2092.2996,62,521,,28.2,-4.2365475,60.3305383
12.2176,-0.0098,2.2307,102.8742,178.7839,198.9276,60.7027,0.3131,2.5346,21.4048,1.7399,16.1641,2092.45,2092.452,62,521,,28.2,-4.2365475,60.3305383
12.2224,-0.0105,2.2259,103.4365,179.8423,199.9056,60.5085,0.2986,2.5379,23.4659,1.8107,17.3182,2092.45,2092.6044,62,521,,28.2,-4.2365475,60.3305383
12.2176,-0.0087,2.2295,103.7518,177.6103,196.8231,58.7588,0.2817,2.5096,28.7554,1.8055,20.4988,2092.95,2092.7568,64,610,,28.7,-4.2365475,60.3305383
12.2176,-0.0114,2.2193,104.2356,176.8772,197.0464,65.6472,0.2808,2.4764,35.7744,2.1166,24.817,2092.95,2092.9092,64,610,,28.7,-4.2365475,60.3305383
12.2208,-0.0107,2.2085,104.3012,176.4901,196.4696,64.4476,0.2954,2.479,45.1363,3.4849,29.2664,2092.95,2093.0616,64,610,,28.7,-4.2365475,60.3305383
12.2192,-0.0077,2.1976,104.133,176.4006,196.0942,55.6411,0.3122,2.4996,59.2296,2.7782,35.3984,2093.45,2093.214,66,541,,29.1,-4.2365475,60.3305383
12.2192,-0.0054,2.1966,102.9833,176.0933,196.2831,55.5214,0.3022,2.5407,87.5941,1.9611,46.4146,2093.45,2093.3664,66,541,,29.1,-4.2365475,60.3305383
12.2176,-0.0082,2.1902,102.3982,176.2596,196.0527,54.9954,0.2985,2.5554,124.9144,1.9867,57.9605,2093.45,2093.5188,66,541,,29.1,-4.2365475,60.3305383
12.2192,-0.0059,2.1913,102.1744,177.8166,195.1115,56.8289,0.2907,2.4975,151.6518,1.5779,64.2175,2093.7,2093.6712,67,664,709,29.9,-4.2365475,60.3305383
12.2208,-0.0056,2.1939,101.4035,177.7507,192.8439,58.2202,0.2988,2.4987,157.7769,1.3253,66.0348,2093.8799999999997,2093.8236,68,740,,28.5,-4.2365475,60.3305383
12.2176,-0.0077,2.202,101.8517,177.2993,191.9893,55.4592,0.2901,2.495,129.3018,1.249,58.243,2093.8799999999997,2093.976,68,740,,28.5,-4.2365475,60.3305383
12.2192,-0.0093,2.2005,101.7608,176.9838,190.9198,56.3114,0.2955,2.5451,114.0824,1.2876,53.7903,2094.2,2094.1284,69,590,,28.5,-4.2365475,60.3305383
12.2192,-0.006,2.2007,102.377,175.9407,191.1235,58.192,0.3024,2.5599,112.089,1.4154,53.5438,2094.2,2094.2808,69,590,,28.5,-4.2365475,60.3305383
12.2225,-0.0091,2.1907,101.4962,174.5041,188.0631,58.4614,0.3145,2.6208,125.726,1.5207,56.0941,2094.45,2094.4332,70,512,,28.7,-4.2365475,60.3305383
12.2192,-0.009,2.1886,101.0721,173.4176,186.3266,57.4201,0.3098,2.7016,151.0128,1.5064,57.3303,2094.45,2094.5856,70,512,,28.7,-4.2365475,60.3305383
12.2241,-0.0071,2.1829,100.6509,174.6213,187.7202,59.7003,0.311,2.6563,137.1723,1.5324,50.9778,2094.45,2094.738,70,512,,28.7,-4.2365475,60.3305383
12.219,-0.0083,2.1723,101.3321,174.6812,187.7491,57.6977,0.3014,2.5652,103.5397,1.4171,43.3849,2094.45,2094.8904,70,512,,28.7,-4.2365475,60.3305383
12.2224,-0.0103,2.1752,102.3672,174.8386,187.9509,57.6677,0.3037,2.5248,69.4215,1.2345,34.9175,2095.5,2095.0428,74,360,,30.3,-4.2365475,60.3305383
12.2209,-0.0071,2.1911,102.9924,177.8037,190.5728,56.8692,0.3085,2.6514,42.8402,1.176,25.4303,2095.5,2095.1952,74,360,,30.3,-4.2365475,60.3305383
12.2225,-0.0063,2.1911,104.3406,179.7794,219.8513,64.5189,0.3326,2.7845,30.2867,1.1318,19.4543,2095.5,2095.3476,74,360,,30.3,-4.2365475,60.3305383
12.242,-0.0087,2.1616,105.411,180.6163,218.8669,65.7962,0.378,2.9275,26.8169,1.1833,17.411,2095.5,2095.5,74,360,,30.3,-4.2365475,60.3305383
12.1915,-0.0128,2.1172,106.4211,181.5065,226.7766,65.9557,0.3756,2.863,28.9603,1.256,18.2983,2095.72,2095.6524,75,610,1095,29.6,-4.2365475,60.3305383
12.1801,-0.014,2.1049,106.172,182.5002,211.9835,59.2343,0.3595,2.7244,35.1067,1.446,21.1344,2095.8799999999997,2095.8048,76,805,,29.3,-4.2365475,60.3305383
12.1817,-0.0166,2.1159,107.2251,182.6977,218.3928,58.8886,0.3112,2.5553,50.6152,2.6439,27.0426,2095.8799999999997,2095.9572,76,805,,29.3,-4.2365475,60.3305383
12.1801,-0.0146,2.1494,106.1191,183.4893,216.3339,57.4902,0.2952,2.5782,88.769,2.1762,38.7438,2096.2,2096.1096,77,600,,29.5,-4.2365475,60.3305383
12.1801,-0.0114,2.1755,106.0036,181.733,204.7974,58.388,0.2917,2.5983,171.6167,1.6004,57.965,2096.2,2096.262,77,600,,29.5,-4.2365475,60.3305383
12.1833,-0.012,2.1846,105.3205,178.8124,197.8434,57.8522,0.2922,2.545,242.5836,1.3672,73.6401,2096.45,2096.4144,78,943,,28.8,-4.2365475,60.3305383
12.1801,-0.0095,2.198,103.6592,176.5686,197.592,54.9639,0.2954,2.4294,234.4422,1.3631,76.3594,2096.45,2096.5668,78,943,,28.8,-4.2365475,60.3305383
12.1817,-0.0056,2.2043,102.9605,176.2287,196.0782,54.4045,0.2955,2.4562,208.6409,1.4285,72.1259,2096.7,2096.7192,79,588,456,28.8,-4.2365475,60.3305383
12.1801,-0.0071,2.2061,102.0278,175.0634,193.2579,56.7298,0.2885,2.4739,177.535,1.3721,65.4292,2096.95,2096.8716,80,492,,27.8,-4.2365475,60.3305383
12.1818,-0.0108,2.2016,100.2,172.4617,184.3911,59.028,0.2839,2.5368,149.4233,1.3183,60.1202,2096.95,2097.024,80,492,,27.8,-4.2365475,60.3305383
12.1787,-0.0099,2.2074,99.8343,171.9101,184.8785,56.3605,0.2752,2.5152,123.2156,1.3683,54.976,2097.18,2097.1764,81,1047,,27.7,-4.2365475,60.3305383
12.1817,-0.01,2.209,99.1956,171.9297,184.5015,57.2335,0.2752,2.5533,95.477,1.4092,46.7701,2097.18,2097.3288,81,1047,,27.7,-4.2365475,60.3305383
12.1818,-0.0112,2.2053,98.7855,171.5334,183.8074,55.3512,0.2841,2.5558,74.9322,1.381,39.1651,2097.5099999999998,2097.4812,82,561,,27.5,-4.2365475,60.3305383
12.1817,-0.0088,2.2001,98.7409,171.3687,182.6093,58.4836,0.2969,2.5071,65.3455,1.3808,35.0312,2097.7,2097.6336,83,373,201,27.6,-4.2365475,60.3305383
12.1801,-0.0063,2.2037,98.7992,170.9995,182.4603,57.9269,0.3149,2.5014,62.2676,1.4851,33.3467,2097.7,2097.786,83,373,201,27.6,-4.2365475,60.3305383
12.1801,-0.005,2.2053,98.6261,171.1426,182.0996,55.9117,0.3102,2.5022,59.0481,1.5596,32.3985,2097.95,2097.9384,84,488,,28.2,-4.2365475,60.3305383
12.1816,-0.007,2.2055,98.8461,171.7559,180.5915,55.0105,0.3017,2.5358,51.6972,1.4127,29.9238,2098.2,2098.0908,85,673,,28.2,-4.2365475,60.3305383
12.1801,-0.0108,2.202,98.4734,171.4421,178.861,59.9813,0.2891,2.4517,40.494,1.3613,25.1699,2098.2,2098.2432,85,673,,28.2,-4.2365475,60.3305383
12.1833,-0.0162,2.2042,98.7861,171.6541,178.7023,61.0011,0.2896,2.4164,30.3953,1.3424,20.2508,2098.45,2098.3956,86,569,,27.5,-4.2365475,60.3305383
12.1818,-0.0243,2.2312,98.7306,171.693,178.386,60.7648,0.2942,2.8547,27.4027,1.3545,18.5231,2098.45,2098.548,86,569,,27.5,-4.2365475,60.3305383
12.1818,-0.0232,2.2578,99.7677,172.8643,183.3052,58.9685,0.305,2.9936,29.6331,1.6791,19.7861,2098.7,2098.7004,87,580,252,24,-4.2365475,60.3305383
12.1817,-0.0205,2.2723,100.2099,174.7317,182.8747,57.4152,0.2987,2.9145,36.165,2.0914,23.2132,2098.8799999999997,2098.8528,88,858,,28.5,-4.2365475,60.3305383
12.1801,-0.0191,2.2387,100.6402,174.9341,199.5007,57.6617,0.3026,2.5033,52.9241,1.7718,30.8355,2098.8799999999997,2099.0052,88,858,,28.5,-4.2365475,60.3305383
12.1817,-0.0193,2.2086,102.1578,175.0613,195.4222,58.1495,0.2875,2.4728,93.7634,1.8269,47.327,2098.8799999999997,2099.1576,88,858,,28.5,-4.2365475,60.3305383
12.1801,-0.0136,2.1903,102.6242,175.0574,196.3312,55.7382,0.2996,2.6312,110.9302,1.545,57.746,2098.8799999999997,2099.31,88,858,,28.5,-4.2365475,60.3305383
12.1803,-0.0108,2.2364,99.575,145.112,160.7896,61.7602,0.262,2.698,62.7762,2.2327,40.4389,2104.5499999999997,2104.1868,101,106,,25.5,-4.2365475,60.3305383
12.1817,-0.0124,2.2229,97.9278,143.4912,157.4442,56.2396,0.277,2.596,80.5724,2.2212,47.366,2104.5499999999997,2104.3392,101,106,,25.5,-4.2365475,60.3305383
12.1787,-0.0088,2.2155,77.8056,140.1962,163.5884,56.008,0.28,2.4735,117.3598,2.1331,60.488,2104.5499999999997,2104.4916,101,106,,25.5,-4.2365475,60.3305383
12.1785,-0.0085,2.2123,75.8258,141.4188,166.1099,57.9253,0.2923,2.4379,144.5877,1.7731,67.1482,2104.67,2104.644,110,636,,27.1,-4.2365475,60.3305383
12.1787,-0.01,2.2096,77.586,154.0792,169.8404,57.4892,0.2729,2.4966,145.8083,1.6752,61.1616,2104.7999999999997,2104.7964,102,1467,,29.6,-4.2365475,60.3305383
12.1802,-0.0083,2.2106,82.2428,155.026,178.5311,56.4818,0.2803,2.6,122.666,1.6244,49.1785,2104.85,2104.9488,111,469,412,26.5,-4.2365475,60.3305383
12.1785,-0.009,2.2155,87.3911,157.3513,179.0274,56.1324,0.2911,2.7442,103.9087,1.5465,42.599,2105.1,2105.1012,112,572,,27.4,-4.2365475,60.3305383
12.1787,-0.0123,2.22,90.3028,156.2477,178.361,53.5757,0.2942,2.6488,99.5466,1.7083,42.5732,2105.1,2105.2536,112,572,,27.4,-4.2365475,60.3305383
12.1818,-0.0119,2.2281,91.0707,159.9955,176.6511,55.8288,0.295,2.6202,105.8056,2.5842,45.6173,2105.45,2105.406,113,480,,26.7,-4.2365475,60.3305383
12.1801,-0.0115,2.2261,91.5555,161.4958,173.7009,54.5961,0.2905,2.5134,118.5576,3.9789,49.0385,2105.45,2105.5584,113,480,,26.7,-4.2365475,60.3305383
12.1801,-0.0128,2.2216,92.8138,164.6807,176.5256,54.9754,0.2923,2.6411,146.769,2.5062,55.3908,2105.85,2105.7108,115,791,930,27.3,-4.2365475,60.3305383
