CALI,DENC,DENS,DTC,DTS,GR,NEUT,PEF,RACH,RDEP,RLA2,RLA4,RMED,RMIC,RPCH,RSHAL,SP,closest_depth,true depth,"SAMPLE
NUMBER","PERMEABILITY (HORIZONTAL)
Kair
md"," PERMEABILITY(VERTICAL)
Kair
md","POROSITY
(HELIUM)",Longitude,Latitude
12.3498,0.0005,2.3534,101.055,204.484,72.0035,0.307,2.6543,6.4583,6.0542,4.7872,6.0542,5.7795,3.9984,4.9489,3.2504,15.4903,2141.25,2141.2704,2,41,,25.3,-4.1381753,60.3443039
12.2449,0.0004,2.3336,99.9244,203.283,79.1714,0.3124,2.8337,6.2866,5.7396,4.6995,5.7396,5.659,2.761,4.7575,3.3627,15.1318,2141.48,2141.4228,3,713,,29.9,-4.1381753,60.3443039
12.2374,-0.0004,2.3717,99.8165,202.952,83.9496,0.3186,2.8435,5.0463,5.6092,4.709,5.6092,5.6394,2.842,3.8577,3.2099,15.2343,2141.48,2141.5752,3,713,,29.9,-4.1381753,60.3443039
12.2449,-0.001,2.3557,100.005,202.242,85.7612,0.3268,2.7874,5.0538,5.6033,4.6605,5.6033,5.5947,4.0126,3.666,3.2473,15.4802,2141.48,2141.7276,3,713,,29.9,-4.1381753,60.3443039
12.2636,-0.0001,2.3437,99.5149,201.534,87.4162,0.3446,2.8029,4.8636,5.6141,4.7003,5.6141,5.5388,4.0884,3.5505,3.3581,15.7881,2142.03,2141.88,5,687,599,27.5,-4.1381753,60.3443039
12.2674,0.0005,2.3785,100.689,202.352,87.2958,0.3552,2.7876,4.7762,5.5638,4.5546,5.5638,5.4172,4.2614,3.5869,3.146,16.3983,2142.03,2142.0324,5,687,599,27.5,-4.1381753,60.3443039
12.2299,0.0003,2.3691,101.452,202.578,85.809,0.359,2.737,4.9048,5.2897,4.2672,5.2897,5.2756,3.2145,3.7662,3.0185,16.781,2142.25,2142.1848,6,848,,28.7,-4.1381753,60.3443039
12.2299,-0.0005,2.3057,102.174,200.67,82.1178,0.3408,2.6907,5.3499,5.3228,4.4272,5.3228,5.3029,2.4868,4.1747,2.984,17.3166,2142.25,2142.3372,6,848,,28.7,-4.1381753,60.3443039
12.2074,-0.003,2.3005,102.939,197.923,81.5436,0.3271,2.5972,5.5579,5.5857,4.4082,5.5857,5.387,3.019,4.4778,3.2203,17.7837,2142.5,2142.4896,7,176,,25.6,-4.1381753,60.3443039
12.2374,-0.0051,2.2603,104.64,197.603,77.1022,0.3199,2.4533,6.0712,5.688,4.4896,5.688,5.5166,2.6746,5.2551,3.1347,17.979,2142.76,2142.642,8,0,,29.1,-4.1381753,60.3443039
12.2187,-0.0061,2.287,105.303,197.295,74.1516,0.3167,2.3927,5.9514,6.0155,4.7069,6.0155,5.7582,2.7151,5.0276,3.3172,18.0737,2142.76,2142.7944,8,0,,29.1,-4.1381753,60.3443039
12.2224,-0.0061,2.282,105.904,198.104,65.9394,0.3135,2.2837,6.768,7.7314,5.3015,7.7314,6.6555,2.1051,6.5438,3.4469,18.0753,2142.97,2142.9468,9,1034,1093,29.7,-4.1381753,60.3443039
12.2299,-0.0061,2.213,107.281,198.872,61.1441,0.3019,2.1694,7.9891,9.7092,6.6811,9.7092,8.1733,1.8155,9.02,3.7512,17.9934,2142.97,2143.0992,9,1034,1093,29.7,-4.1381753,60.3443039
12.2374,-0.0058,2.1693,105.494,201.188,55.3172,0.2866,2.0425,8.5258,10.0555,7.0069,10.0555,9.0347,1.8155,8.5014,3.9385,17.6746,2143.25,2143.2516,10,716,,28.7,-4.1381753,60.3443039
12.2299,-0.006,2.1403,105.401,201.423,56.6828,0.2848,1.9803,9.4041,11.7069,8.1203,11.4697,10.7173,1.3784,7.5005,4.5385,17.0152,2143.48,2143.404,11,772,,28.4,-4.1381753,60.3443039
12.2374,-0.0033,2.1523,104.693,199.975,56.0792,0.291,1.9581,9.6005,11.8905,8.2963,11.5925,10.8153,1.3687,8.2944,4.5258,16.4344,2143.48,2143.5564,11,772,,28.4,-4.1381753,60.3443039
12.2299,0.0021,2.1642,101.782,197.108,60.5415,0.3097,2.0764,9.93,11.4992,8.1215,11.3705,10.7036,2.2275,8.0562,4.3966,15.5915,2143.68,2143.7088,12,30,,23.3,-4.1381753,60.3443039
12.2299,0.0127,2.255,100.421,196.043,62.4056,0.3241,2.2262,10.1892,10.5773,7.5813,10.5773,10.0305,3.7088,8.3335,4.4009,14.2467,2144.03,2143.8612,13,912,892,28.9,-4.1381753,60.3443039
12.2224,0.0175,2.4529,98.9623,200.073,63.9935,0.3459,2.3478,9.8255,9.4401,7.2725,9.4401,9.1117,3.2072,7.8507,4.0072,13.3329,2144.03,2144.0136,13,912,892,28.9,-4.1381753,60.3443039
12.2149,0.0121,2.2191,95.9672,195.096,60.1356,0.3538,2.2981,11.1243,9.0816,7.1591,9.0816,8.7303,1.405,9.1817,4.1923,12.622,2144.25,2144.166,14,940,,28.7,-4.1381753,60.3443039
12.2187,0.002,2.1349,94.8652,191.929,56.5692,0.3277,2.2174,12.5128,9.3679,7.5241,9.3679,9.181,1.3332,8.7944,4.5147,11.9966,2144.25,2144.3184,14,940,,28.7,-4.1381753,60.3443039
12.2074,0.0004,2.178,93.531,186.825,59.6347,0.3002,2.2276,12.9809,11.3852,8.6421,10.6778,10.2598,2.1776,9.2303,5.0491,11.5281,2144.49,2144.4708,15,683,,28.2,-4.1381753,60.3443039
12.2074,0.0002,2.2929,92.3825,182.196,62.2223,0.2771,2.4078,13.9058,15.2192,10.4983,12.8479,11.5639,3.7417,11.2236,5.45,10.7018,2144.74,2144.6232,16,213,,25.5,-4.1381753,60.3443039
12.1962,0.0121,2.4877,92.0356,179.352,63.1307,0.2737,2.5985,14.5979,27.3077,12.5349,20.7428,15.9033,5.4226,13.2647,6.0671,10.3194,2144.74,2144.7756,16,213,,25.5,-4.1381753,60.3443039
12.2074,0.0127,2.3324,92.6216,177.967,55.6029,0.2732,2.5564,14.5582,29.7571,14.7238,25.1351,23.125,2.3308,12.9994,6.2996,10.8012,2144.95,2144.928,17,588,709,27.5,-4.1381753,60.3443039
12.2074,0.0105,2.2071,94.4326,179.84,51.0289,0.2758,2.4857,17.0657,36.5832,16.3564,33.9934,28.5789,1.6702,19.0992,6.5454,11.3138,2144.95,2145.0804,17,588,709,27.5,-4.1381753,60.3443039
12.1925,-0.0002,2.1938,96.1087,183.261,50.0336,0.2813,2.3102,20.5298,43.3102,17.7819,41.1361,33.3706,1.5067,21.1526,6.5477,12.0341,2145.24,2145.2328,18,7.7,,22.9,-4.1381753,60.3443039
12.2074,-0.0014,2.1459,96.3946,190.361,49.906,0.2891,2.1837,22.2563,43.4741,18.0241,40.8017,32.7589,1.5784,26.7396,6.2652,12.3451,2145.49,2145.3852,19,385,,26.3,-4.1381753,60.3443039
12.2074,-0.0049,2.1606,96.4498,194.552,54.9034,0.3021,2.123,24.5656,41.6561,17.2962,37.9645,31.2913,1.6588,30.5547,6.3665,12.8515,2145.49,2145.5376,19,385,,26.3,-4.1381753,60.3443039
12.2074,-0.0049,2.1437,95.7047,198.487,54.4103,0.3043,2.0548,28.4218,36.7041,16.3842,33.4467,28.424,1.4763,32.8801,6.1617,13.4946,2145.68,2145.69,20,19,,18.3,-4.1381753,60.3443039
12.2074,-0.0049,2.1293,96.3906,203.721,53.4956,0.3055,2.0445,30.986,31.8632,15.2257,29.0852,25.7773,1.397,31.0898,5.7202,14.1228,2145.68,2145.8424,20,19,,18.3,-4.1381753,60.3443039
12.2074,-0.0044,2.1349,98.2158,210.103,51.1634,0.3045,1.9941,30.6691,30.7489,14.9896,29.1135,24.8691,1.3715,33.7857,5.5857,14.8758,2146.04,2145.9948,21,610,350,27.7,-4.1381753,60.3443039
12.2074,0.0001,2.1485,101.941,210.728,48.2689,0.2979,2.0028,35.5493,28.2722,13.8144,26.7957,22.7792,1.0387,33.09,5.4078,15.3436,2146.04,2146.1472,21,610,350,27.7,-4.1381753,60.3443039
12.2,-0.0005,2.1699,104.932,210.094,50.8689,0.2733,2.0738,32.9608,25.9236,13.4512,24.5415,21.1734,1.2697,34.4789,5.3578,15.7449,2146.26,2146.2996,22,240,,25.5,-4.1381753,60.3443039
12.2074,-0.002,2.171,103.993,199.344,52.0367,0.2527,2.1071,36.6386,30.449,14.3375,29.0966,24.7295,1.7927,35.5196,5.5107,16.2007,2146.45,2146.452,23,137,,24.3,-4.1381753,60.3443039
12.2,-0.003,2.1433,102.974,193.638,55.8242,0.2458,2.0933,38.1103,33.3546,14.7602,32.3263,26.8669,1.5683,33.8913,5.6847,16.4979,2146.45,2146.6044,23,137,,24.3,-4.1381753,60.3443039
12.2074,-0.0055,2.1817,101.098,190.262,56.6117,0.2503,2.053,36.0792,37.449,15.5208,35.3318,28.5403,1.8582,36.3607,5.5921,16.8833,2147.04,2146.7568,25,10,0.89,22.4,-4.1381753,60.3443039
12.2,-0.0064,2.1499,99.6297,187.215,58.8347,0.2587,2.0369,37.733,42.7193,16.0587,38.0662,31.8059,1.6475,37.8252,5.9722,17.3134,2147.04,2146.9092,25,10,0.89,22.4,-4.1381753,60.3443039
12.1962,-0.0065,2.1538,95.5085,185.259,57.0487,0.2721,2.0424,35.464,46.6603,16.2438,41.385,32.2021,1.6525,35.1576,5.6639,17.4965,2147.04,2147.0616,25,10,0.89,22.4,-4.1381753,60.3443039
12.2074,-0.0062,2.1715,92.0296,181.778,53.7829,0.272,2.0322,33.2261,42.8811,15.9282,37.5992,30.457,1.656,33.4577,5.8502,17.0751,2147.04,2147.214,25,10,0.89,22.4,-4.1381753,60.3443039
12.2074,-0.0051,2.1776,89.8547,179.63,46.5844,0.2573,1.9968,32.3854,37.8281,15.3472,32.5857,27.3232,1.8251,30.7153,5.8898,16.7079,2147.04,2147.3664,25,10,0.89,22.4,-4.1381753,60.3443039
12.2074,-0.0036,2.2133,89.86,178.115,46.4884,0.2528,2.052,28.051,39.2528,14.9268,32.9807,27.5781,2.1645,29.1001,5.4421,16.6085,2147.82,2147.5188,28,152,,25.3,-4.1381753,60.3443039
12.2149,-0.0026,2.2384,89.9191,179.646,48.4873,0.2546,2.0715,25.9809,31.2081,13.0667,24.9909,20.6868,2.0048,26.0405,4.865,16.8454,2147.82,2147.6712,28,152,,25.3,-4.1381753,60.3443039
12.2074,-0.0026,2.1801,91.5753,181.769,53.7803,0.2704,2.1213,26.9405,24.8594,11.5239,19.7511,17.7719,1.5783,26.2012,4.7528,17.2806,2147.82,2147.8236,28,152,,25.3,-4.1381753,60.3443039
12.2187,-0.0021,2.1847,99.3953,183.479,57.4484,0.2824,2.121,23.9539,20.4063,10.5993,17.8604,15.7801,1.5457,21.093,4.888,17.8301,2148.05,2147.976,29,155,137,26.8,-4.1381753,60.3443039
12.2074,-0.0022,2.2026,100.033,182.564,59.6681,0.291,2.1208,20.6151,19.4566,10.0876,15.9779,14.2919,1.8266,19.0977,4.7989,18.1426,2148.05,2148.1284,29,155,137,26.8,-4.1381753,60.3443039
12.2074,-0.0042,2.2268,99.9496,179.935,60.4465,0.2907,2.1306,19.2324,22.7126,11.2678,21.1796,17.7723,1.8786,18.7122,4.8886,18.9338,2148.25,2148.2808,30,5.9,,21.8,-4.1381753,60.3443039
12.2074,-0.0057,2.2159,99.6444,178.372,56.355,0.2842,2.1303,17.5742,19.1831,10.3061,17.1313,15.341,1.8998,19.0264,4.994,19.6196,2148.51,2148.4332,31,271,,25.6,-4.1381753,60.3443039
12.2187,-0.0057,2.2302,97.362,176.7,54.0522,0.2706,2.13,14.8807,17.2701,9.395,15.3626,13.5946,2.07,19.7926,4.9282,19.9528,2148.51,2148.5856,31,271,,25.6,-4.1381753,60.3443039
12.2074,-0.004,2.2141,92.5245,176.824,50.7168,0.2633,2.1298,13.3905,15.202,8.5679,13.7155,12.0206,1.5654,17.6631,4.6074,20.0554,2148.51,2148.738,31,271,,25.6,-4.1381753,60.3443039
12.2074,0.0005,2.1753,92.9593,179.183,54.2102,0.2485,2.1252,9.1317,11.5041,7.6532,11.5041,9.4618,1.4732,9.7412,4.1918,20.158,2149.03,2148.8904,33,769,708,28.3,-4.1381753,60.3443039
12.2149,0.0003,2.192,93.7971,182.312,55.1863,0.2473,2.0691,7.3942,9.1304,6.4111,9.1304,7.9703,1.4937,6.8497,3.9942,20.8957,2149.03,2149.0428,33,769,708,28.3,-4.1381753,60.3443039
12.2074,0.0002,2.2003,95.4868,186.567,59.0363,0.2756,2.0358,7.3209,8.545,6.4014,8.545,7.9634,1.8536,6.6365,3.8665,21.1706,2149.25,2149.1952,34,272,,26,-4.1381753,60.3443039
12.2187,-0.0008,2.1965,97.1074,191.102,63.669,0.2928,2.1626,6.5731,7.5072,6.1243,7.5072,7.0767,2.2194,5.4613,3.7095,21.1714,2149.25,2149.3476,34,272,,26,-4.1381753,60.3443039
12.2299,-0.0012,2.2641,98.7658,193.685,73.5703,0.3149,2.5207,5.2867,6.0051,5.0546,6.0051,6.0075,3.1649,3.8595,3.412,21.1332,2149.25,2149.5,34,272,,26,-4.1381753,60.3443039
12.2299,-0.0014,2.3593,99.5466,196.154,80.4422,0.3108,2.7711,5.1019,5.4962,4.6294,5.4962,5.4962,3.5227,3.7151,3.3032,20.6244,2149.75,2149.6524,36,1598,,30.3,-4.1381753,60.3443039
12.2299,-0.0014,2.3399,103.342,197.898,85.1115,0.3085,2.8282,4.8923,5.289,4.6251,5.289,5.289,3.3275,3.6125,3.3788,20.0144,2149.75,2149.8048,36,1598,,30.3,-4.1381753,60.3443039
12.2524,-0.0015,2.3591,103.597,198.797,88.9225,0.3128,2.8378,4.7004,5.8347,4.9571,5.8347,5.8347,3.0227,3.6032,3.4835,19.4045,2150.03,2149.9572,37,1340,1419,30.2,-4.1381753,60.3443039
12.2599,-0.0024,2.3675,103.145,199.691,87.8502,0.324,2.8373,4.7456,5.8783,5.0267,5.8783,5.8783,4.3193,3.674,3.3999,18.7945,2150.03,2150.1096,37,1340,1419,30.2,-4.1381753,60.3443039
12.2524,-0.0011,2.3871,104.766,200.1,85.5959,0.3279,2.8067,4.9784,5.5576,4.7982,5.5576,5.5576,4.4692,3.9293,3.3276,18.0834,2150.25,2150.262,38,1220,,29.7,-4.1381753,60.3443039
12.2524,0,2.3848,105.23,200.267,81.3339,0.3129,2.8263,4.9901,5.4187,4.6695,5.4187,5.4187,3.6222,3.9353,3.3557,17.3723,2150.25,2150.4144,38,1220,,29.7,-4.1381753,60.3443039
12.2299,0,2.3117,104.982,197.834,82.2075,0.3063,2.8165,5.5714,5.8156,4.7318,5.8156,5.5634,3.3192,4.4533,3.7228,16.1552,2150.75,2150.5668,40,645,,27.4,-4.1381753,60.3443039
12.2299,0.0005,2.3085,105.182,193.509,79.7118,0.3091,2.8449,5.9349,5.5773,4.6266,5.5773,5.4044,2.7587,4.8882,3.6231,15.3429,2150.75,2150.7192,40,645,,27.4,-4.1381753,60.3443039
12.2299,0,2.2878,105.177,190.255,78.9681,0.3274,2.8248,6.9273,5.7757,4.8035,5.7757,5.6265,3.1691,6.1137,3.4992,14.6319,2150.94,2150.8716,41,294,405,25.6,-4.1381753,60.3443039
12.2299,-0.0011,2.3091,105.459,188.756,75.7655,0.3289,2.8118,7.9417,7.8118,6.3926,7.8118,6.4969,2.8069,8.8373,4.0851,14.3129,2150.94,2151.024,41,294,405,25.6,-4.1381753,60.3443039
